platform,platform_name,title_zh,title_en,title_ja,release_date,release_date_na,release_date_pal,publisher,wiki_url,publisher_wiki_url
NES,Nintendo Entertainment System,,The Simpsons: Bartman Meets Radioactive Man,,1992年12月,1992年12月,,Acclaim Entertainment,,
NES,Nintendo Entertainment System,,Skate or Die!,,1988年12月,1988年12月,1990年8月17日,Ultra Games,,
NES,Nintendo Entertainment System,,Skate or Die 2: The Search for Double Trouble,,1990年9月,1990年9月,,艺电,,https://zh.wikipedia.org/wiki/%E8%89%BA%E7%94%B5
NES,Nintendo Entertainment System,,Ski or Die,,1991年2月,1991年2月,1991年10月24日,Ultra Games,,
NES,Nintendo Entertainment System,,Sky Kid,,1987年9月,1987年9月,,Sun电子,,https://zh.wikipedia.org/wiki/Sun%E7%94%B5%E5%AD%90
NES,Nintendo Entertainment System,,Sky Shark,,1989年9月,1989年9月,,太东,,https://zh.wikipedia.org/wiki/%E5%A4%AA%E6%9D%B1
NES,Nintendo Entertainment System,,Slalom,,1987年8月,1987年8月,1987年10月15日,任天堂,,https://zh.wikipedia.org/wiki/%E4%BB%BB%E5%A4%A9%E5%A0%82
NES,Nintendo Entertainment System,,Smash TV,,1991年9月,1991年9月,,Acclaim Entertainment,,
NES,Nintendo Entertainment System,蓝精灵,The Smurfs,,1994年,,1994年,英宝格,,https://zh.wikipedia.org/wiki/%E8%8B%B1%E5%AF%B6%E6%A0%BC
NES,Nintendo Entertainment System,,Snake Rattle 'n' Roll,,1990年7月,1990年7月,,任天堂,,https://zh.wikipedia.org/wiki/%E4%BB%BB%E5%A4%A9%E5%A0%82
NES,Nintendo Entertainment System,,Snake's Revenge,,1990年4月,1990年4月,1991年3月,北美：Ultra Games欧洲：科乐美,,
NES,Nintendo Entertainment System,,Snoopy's Silly Sports Spectacular,,1990年4月,1990年4月,,Seika,,
NES,Nintendo Entertainment System,雪人兄弟,Snow Brothers,,1991年11月,1991年11月,,卡普空,https://zh.wikipedia.org/wiki/%E9%9B%AA%E4%BA%BA%E5%85%84%E5%BC%9F,https://zh.wikipedia.org/wiki/%E5%8D%A1%E6%99%AE%E7%A9%BA
NES,Nintendo Entertainment System,足球,Soccer,,1987年3月,1987年3月,1987年1月15日,任天堂,https://zh.wikipedia.org/wiki/%E8%B6%B3%E7%90%83_(1985%E5%B9%B4%E6%B8%B8%E6%88%8F),https://zh.wikipedia.org/wiki/%E4%BB%BB%E5%A4%A9%E5%A0%82
NES,Nintendo Entertainment System,,Solar Jetman: Hunt for the Golden Warpship,,1990年9月,1990年9月,1991年9月26日,Tradewest,,
NES,Nintendo Entertainment System,所罗门之匙,Solomon's Key,,1987年7月,1987年7月,1990年3月30日,特库摩,https://zh.wikipedia.org/wiki/%E6%89%80%E7%BD%97%E9%97%A8%E4%B9%8B%E5%8C%99_(%E6%B8%B8%E6%88%8F),https://zh.wikipedia.org/wiki/%E7%89%B9%E5%BA%93%E6%91%A9
NES,Nintendo Entertainment System,,Solstice: The Quest for the Staff of Demnos,,1990年6月,1990年6月,1991年9月26日,北美：Sony Imagesoft欧洲：Software Creations,,
NES,Nintendo Entertainment System,,Space Shuttle Project,,1991年11月,1991年11月,,Absolute Entertainment,,
NES,Nintendo Entertainment System,,Spelunker,,1987年9月,1987年9月,,Brøderbund,,https://zh.wikipedia.org/wiki/Br%C3%B8derbund
NES,Nintendo Entertainment System,,Spider-Man: Return of the Sinister Six,,1992年10月,1992年10月,,LJN,,https://zh.wikipedia.org/wiki/LJN
NES,Nintendo Entertainment System,,Spot: The Video Game,,1990年9月,1990年9月,,Arcadia Systems,,
NES,Nintendo Entertainment System,,Spy Hunter,,1987年9月,1987年9月,,Sun电子,,https://zh.wikipedia.org/wiki/Sun%E7%94%B5%E5%AD%90
NES,Nintendo Entertainment System,谍对谍,Spy vs. Spy,,1988年10月,1988年10月,1990年7月27日,Seika,https://zh.wikipedia.org/wiki/%E8%B0%8D%E5%AF%B9%E8%B0%8D_(%E6%B8%B8%E6%88%8F),
NES,Nintendo Entertainment System,潜水艇大作战,Sqoon,,1987年9月,1987年9月,,Irem,https://zh.wikipedia.org/wiki/%E6%BD%9C%E6%B0%B4%E8%89%87%E5%A4%A7%E4%BD%9C%E6%88%98,https://zh.wikipedia.org/wiki/Irem
NES,Nintendo Entertainment System,,Stack-Up,,1985年10月18日,1985年10月18日,1986年9月,任天堂,,https://zh.wikipedia.org/wiki/%E4%BB%BB%E5%A4%A9%E5%A0%82
NES,Nintendo Entertainment System,,Stadium Events,,1987年9月,1987年9月,1990年2月23日,万代,,https://zh.wikipedia.org/wiki/%E8%90%AC%E4%BB%A3
NES,Nintendo Entertainment System,,Stanley: The Search for Dr. Livingston,,1992年10月,1992年10月,,Electro Brain,,
NES,Nintendo Entertainment System,星际力量,Star Force,,1987年11月,1987年11月,1990年4月27日,特库摩,https://zh.wikipedia.org/wiki/%E6%98%9F%E9%99%85%E5%8A%9B%E9%87%8F,https://zh.wikipedia.org/wiki/%E7%89%B9%E5%BA%93%E6%91%A9
NES,Nintendo Entertainment System,,Star Soldier,,1989年1月,1989年1月,,Taxan,,
NES,Nintendo Entertainment System,,Star Trek: 25th Anniversary,,1992年2月,1992年2月,,Ultra Games,,
NES,Nintendo Entertainment System,,Star Trek: The Next Generation,,1993年9月,1993年9月,,Absolute Entertainment,,
NES,Nintendo Entertainment System,宇宙创世纪,Star Voyager,,1987年9月,1987年9月,,Acclaim Entertainment,https://zh.wikipedia.org/wiki/%E5%AE%87%E5%AE%99%E5%88%9B%E4%B8%96%E7%BA%AA,
NES,Nintendo Entertainment System,,Star Wars,,1991年11月,1991年11月,1992年3月26日,北美：JVC欧洲：LucasArts,,https://zh.wikipedia.org/wiki/JVC
NES,Nintendo Entertainment System,,Star Wars: The Empire Strikes Back,,1992年3月,1992年3月,,JVC,,https://zh.wikipedia.org/wiki/JVC
NES,Nintendo Entertainment System,,Starship Hector,,1990年6月,1990年6月,,Hudson Soft,,https://zh.wikipedia.org/wiki/Hudson_Soft
NES,Nintendo Entertainment System,StarTropics,StarTropics,,1990年12月,1990年12月,1992年8月20日,任天堂,https://zh.wikipedia.org/wiki/StarTropics,https://zh.wikipedia.org/wiki/%E4%BB%BB%E5%A4%A9%E5%A0%82
NES,Nintendo Entertainment System,,Stealth ATF,,1989年10月,1989年10月,,动视,,https://zh.wikipedia.org/wiki/%E5%8A%A8%E8%A7%86
NES,Nintendo Entertainment System,,Stinger,,1987年9月,1987年9月,,科乐美,,https://zh.wikipedia.org/wiki/%E7%A7%91%E6%A8%82%E7%BE%8E
NES,Nintendo Entertainment System,,Street Cop,,1989年6月,1989年6月,,万代,,https://zh.wikipedia.org/wiki/%E8%90%AC%E4%BB%A3
NES,Nintendo Entertainment System,,Street Fighter 2010: The Final Fight,,1990年9月,1990年9月,,卡普空,,https://zh.wikipedia.org/wiki/%E5%8D%A1%E6%99%AE%E7%A9%BA
NES,Nintendo Entertainment System,,Strider,,1989年7月,1989年7月,,卡普空,,https://zh.wikipedia.org/wiki/%E5%8D%A1%E6%99%AE%E7%A9%BA
NES,Nintendo Entertainment System,超级魂斗罗,Super C,,1990年4月,1990年4月,1992年,科乐美,https://zh.wikipedia.org/wiki/%E8%B6%85%E7%BA%A7%E9%AD%82%E6%96%97%E7%BD%97,https://zh.wikipedia.org/wiki/%E7%A7%91%E6%A8%82%E7%BE%8E
NES,Nintendo Entertainment System,,Super Cars,,1991年2月,1991年2月,,Electro Brain,,
NES,Nintendo Entertainment System,热血高校躲避球部,Super Dodge Ball,,1988年6月,1988年6月,,Sony Imagesoft,https://zh.wikipedia.org/wiki/%E7%83%AD%E8%A1%80%E9%AB%98%E6%A0%A1%E8%BA%B2%E9%81%BF%E7%90%83%E9%83%A8_(%E7%BA%A2%E7%99%BD%E6%9C%BA),
NES,Nintendo Entertainment System,,Super Glove Ball,,1990年10月,1990年10月,,美泰,,https://zh.wikipedia.org/wiki/%E7%BE%8E%E6%B3%B0%E5%85%92
NES,Nintendo Entertainment System,,Super Jeopardy!,,1991年9月,1991年9月,,GameTek,,
NES,Nintendo Entertainment System,超级马力欧兄弟,Super Mario Bros.,,1985年10月18日,1985年10月18日,1987年5月15日,任天堂,https://zh.wikipedia.org/wiki/%E8%B6%85%E7%BA%A7%E9%A9%AC%E9%87%8C%E5%A5%A5%E5%85%84%E5%BC%9F,https://zh.wikipedia.org/wiki/%E4%BB%BB%E5%A4%A9%E5%A0%82
NES,Nintendo Entertainment System,超级马力欧兄弟/打野鸭,Super Mario Bros./Duck Hunt]],,1988年11月,1988年11月,,任天堂,https://zh.wikipedia.org/wiki/%E8%B6%85%E7%BA%A7%E9%A9%AC%E9%87%8C%E5%A5%A5%E5%85%84%E5%BC%9F,https://zh.wikipedia.org/wiki/%E4%BB%BB%E5%A4%A9%E5%A0%82
NES,Nintendo Entertainment System,超级马力欧兄弟/打野鸭/田径运动会,Super Mario Bros./Duck Hunt/World Class Track Meet,,1990年12月,1990年12月,,任天堂,https://zh.wikipedia.org/wiki/%E8%B6%85%E7%BA%A7%E9%A9%AC%E9%87%8C%E5%A5%A5%E5%85%84%E5%BC%9F,https://zh.wikipedia.org/wiki/%E4%BB%BB%E5%A4%A9%E5%A0%82
NES,Nintendo Entertainment System,超级马力欧兄弟/俄罗斯方块/热血足球,Super Mario Bros./Tetris/Nintendo World Cup,,1988年11月,,1988年11月,任天堂,https://zh.wikipedia.org/wiki/%E8%B6%85%E7%BA%A7%E9%A9%AC%E9%87%8C%E5%A5%A5%E5%85%84%E5%BC%9F,https://zh.wikipedia.org/wiki/%E4%BB%BB%E5%A4%A9%E5%A0%82
NES,Nintendo Entertainment System,超级马力欧兄弟USA,Super Mario Bros. 2,,1988年10月,1988年10月,1989年4月28日,任天堂,https://zh.wikipedia.org/wiki/%E8%B6%85%E7%BA%A7%E9%A9%AC%E9%87%8C%E5%A5%A5%E5%85%84%E5%BC%9FUSA,https://zh.wikipedia.org/wiki/%E4%BB%BB%E5%A4%A9%E5%A0%82
NES,Nintendo Entertainment System,超级马力欧兄弟3,Super Mario Bros. 3,,1990年2月12日,1990年2月12日,1991年8月29日,任天堂,https://zh.wikipedia.org/wiki/%E8%B6%85%E7%B4%9A%E7%91%AA%E5%88%A9%E6%AD%90%E5%85%84%E5%BC%9F3,https://zh.wikipedia.org/wiki/%E4%BB%BB%E5%A4%A9%E5%A0%82
NES,Nintendo Entertainment System,超级陷阱,Super Pitfall,,1987年11月,1987年11月,,动视,https://zh.wikipedia.org/wiki/%E8%B6%85%E7%BA%A7%E9%99%B7%E9%98%B1,https://zh.wikipedia.org/wiki/%E5%8A%A8%E8%A7%86
NES,Nintendo Entertainment System,,Super Spike V'Ball,,1990年2月,1990年2月,1992年1月23日,任天堂,,https://zh.wikipedia.org/wiki/%E4%BB%BB%E5%A4%A9%E5%A0%82
NES,Nintendo Entertainment System,,Super Spike V'Ball/Nintendo World Cup,,1990年12月,1990年12月,,任天堂,,https://zh.wikipedia.org/wiki/%E4%BB%BB%E5%A4%A9%E5%A0%82
NES,Nintendo Entertainment System,,Super Spy Hunter,,1992年2月,1992年2月,,Sun电子,,https://zh.wikipedia.org/wiki/Sun%E7%94%B5%E5%AD%90
NES,Nintendo Entertainment System,,Super Team Games,,1988年11月,1988年11月,,任天堂,,https://zh.wikipedia.org/wiki/%E4%BB%BB%E5%A4%A9%E5%A0%82
NES,Nintendo Entertainment System,,Super Turrican,,1993年7月22日,,1993年7月22日,Imagineer,,
NES,Nintendo Entertainment System,,Superman,,1988年12月,1988年12月,,Seika,,
NES,Nintendo Entertainment System,,Swamp Thing,,1992年12月,1992年12月,,THQ,,https://zh.wikipedia.org/wiki/THQ
NES,Nintendo Entertainment System,,Sword Master,,1992年1月,1992年1月,1993年1月21日,动视,,https://zh.wikipedia.org/wiki/%E5%8A%A8%E8%A7%86
NES,Nintendo Entertainment System,,Swords and Serpents,,1990年8月,1990年8月,1991年11月28日,Acclaim Entertainment,,
NES,Nintendo Entertainment System,,Taboo: The Sixth Sense,,1989年4月,1989年4月,,Tradewest,,
NES,Nintendo Entertainment System,,Tag Team Wrestling,,1986年10月,1986年10月,,Data East,,https://zh.wikipedia.org/wiki/Data_East
NES,Nintendo Entertainment System,,TaleSpin,,1991年12月,1991年12月,1992年9月24日,卡普空,,https://zh.wikipedia.org/wiki/%E5%8D%A1%E6%99%AE%E7%A9%BA
NES,Nintendo Entertainment System,,Target: Renegade,,1990年3月,1990年3月,,太东,,https://zh.wikipedia.org/wiki/%E5%A4%AA%E6%9D%B1
NES,Nintendo Entertainment System,,Tecmo Baseball,,1989年1月,1989年1月,,特库摩,,https://zh.wikipedia.org/wiki/%E7%89%B9%E5%BA%93%E6%91%A9
NES,Nintendo Entertainment System,,Tecmo Bowl,,1989年2月,1989年2月,,特库摩,,https://zh.wikipedia.org/wiki/%E7%89%B9%E5%BA%93%E6%91%A9
NES,Nintendo Entertainment System,,Tecmo Cup Soccer Game,,1992年9月,1992年9月,1992年9月24日,特库摩,,https://zh.wikipedia.org/wiki/%E7%89%B9%E5%BA%93%E6%91%A9
NES,Nintendo Entertainment System,,Tecmo NBA Basketball,,1992年11月,1992年11月,,特库摩,,https://zh.wikipedia.org/wiki/%E7%89%B9%E5%BA%93%E6%91%A9
NES,Nintendo Entertainment System,,Tecmo Super Bowl,,1991年12月,1991年12月,,特库摩,,https://zh.wikipedia.org/wiki/%E7%89%B9%E5%BA%93%E6%91%A9
NES,Nintendo Entertainment System,,Tecmo World Cup Soccer,,1991年,,1991年,特库摩,,https://zh.wikipedia.org/wiki/%E7%89%B9%E5%BA%93%E6%91%A9
NES,Nintendo Entertainment System,,Tecmo World Wrestling,,1990年4月,1990年4月,1990年11月23日,特库摩,,https://zh.wikipedia.org/wiki/%E7%89%B9%E5%BA%93%E6%91%A9
NES,Nintendo Entertainment System,忍者神龟,Teenage Mutant Ninja Turtles,,1989年6月,1989年6月,1990年8月17日,Ultra Games,https://zh.wikipedia.org/wiki/%E6%BF%80%E9%BE%9F%E5%BF%8D%E8%80%85%E4%BC%A0,
NES,Nintendo Entertainment System,忍者神龟 街机版,Teenage Mutant Ninja Turtles II: The Arcade Game,,1990年12月,1990年12月,1991年11月14日,Ultra Games,https://zh.wikipedia.org/wiki/%E5%BF%8D%E8%80%85%E7%A5%9E%E9%BE%9F_%E8%A1%97%E6%9C%BA%E7%89%88,
NES,Nintendo Entertainment System,,Teenage Mutant Ninja Turtles III: The Manhattan Project,,1992年2月,1992年2月,,科乐美,,https://zh.wikipedia.org/wiki/%E7%A7%91%E6%A8%82%E7%BE%8E
NES,Nintendo Entertainment System,,Teenage Mutant Ninja Turtles: Tournament Fighters,,1994年2月,1994年2月,,科乐美,,https://zh.wikipedia.org/wiki/%E7%A7%91%E6%A8%82%E7%BE%8E
NES,Nintendo Entertainment System,网球,Tennis,,1985年10月18日,1985年10月18日,1986年9月1日,任天堂,https://zh.wikipedia.org/wiki/%E7%BD%91%E7%90%83_(%E6%B8%B8%E6%88%8F),https://zh.wikipedia.org/wiki/%E4%BB%BB%E5%A4%A9%E5%A0%82
NES,Nintendo Entertainment System,,The Terminator,,1992年12月,1992年12月,,Mindscape,,
NES,Nintendo Entertainment System,,Terminator 2: Judgment Day,,1992年2月,1992年2月,,LJN,,https://zh.wikipedia.org/wiki/LJN
NES,Nintendo Entertainment System,,Terra Cresta,,1990年3月,1990年3月,,Vic Tokai,,
NES,Nintendo Entertainment System,俄罗斯方块,Tetris,,1989年11月,1989年11月,1990年2月23日,任天堂,https://zh.wikipedia.org/wiki/%E4%BF%84%E7%BE%85%E6%96%AF%E6%96%B9%E5%A1%8A,https://zh.wikipedia.org/wiki/%E4%BB%BB%E5%A4%A9%E5%A0%82
NES,Nintendo Entertainment System,俄罗斯方块Flash,Tetris 2,,1993年10月,1993年10月,,任天堂,https://zh.wikipedia.org/wiki/%E4%BF%84%E7%BD%97%E6%96%AF%E6%96%B9%E5%9D%97Flash,https://zh.wikipedia.org/wiki/%E4%BB%BB%E5%A4%A9%E5%A0%82
NES,Nintendo Entertainment System,,The Three Stooges,,1989年10月,1989年10月,,动视,,https://zh.wikipedia.org/wiki/%E5%8A%A8%E8%A7%86
NES,Nintendo Entertainment System,,Thunder & Lightning,,1990年12月,1990年12月,,Romstar,,
NES,Nintendo Entertainment System,,Thunderbirds,,1990年9月,1990年9月,,动视,https://zh.wikipedia.org/wiki/Thunderbirds,https://zh.wikipedia.org/wiki/%E5%8A%A8%E8%A7%86
NES,Nintendo Entertainment System,,Thundercade,,1989年7月,1989年7月,,American Sammy,,
NES,Nintendo Entertainment System,,Tiger Heli,,1987年9月,1987年9月,1990年1月17日,Acclaim Entertainment,,
NES,Nintendo Entertainment System,,Time Lord,,1990年9月,1990年9月,,Milton Bradley Company,,
NES,Nintendo Entertainment System,,Times of Lore,,1991年5月,1991年5月,,东宝,,https://zh.wikipedia.org/wiki/%E6%9D%B1%E5%AF%B6
NES,Nintendo Entertainment System,,Tiny Toon Adventures,,1991年12月,1991年12月,1992年10月22日,科乐美,,https://zh.wikipedia.org/wiki/%E7%A7%91%E6%A8%82%E7%BE%8E
NES,Nintendo Entertainment System,,Tiny Toon Adventures 2: Trouble in Wackyland,,1993年4月,1993年4月,1994年1月27日,科乐美,,https://zh.wikipedia.org/wiki/%E7%A7%91%E6%A8%82%E7%BE%8E
NES,Nintendo Entertainment System,,Tiny Toon Adventures Cartoon Workshop,,1992年12月,1992年12月,,科乐美,,https://zh.wikipedia.org/wiki/%E7%A7%91%E6%A8%82%E7%BE%8E
NES,Nintendo Entertainment System,,To the Earth,,1989年11月,1989年11月,1990年2月23日,任天堂,,https://zh.wikipedia.org/wiki/%E4%BB%BB%E5%A4%A9%E5%A0%82
NES,Nintendo Entertainment System,,Toki,,1991年12月,1991年12月,,太东,,https://zh.wikipedia.org/wiki/%E5%A4%AA%E6%9D%B1
NES,Nintendo Entertainment System,,Tom and Jerry,,1991年12月,1991年12月,1992年10月22日,Hi Tech Expressions,,
NES,Nintendo Entertainment System,,Tombs & Treasure,,1991年6月,1991年6月,,动视,,https://zh.wikipedia.org/wiki/%E5%8A%A8%E8%A7%86
NES,Nintendo Entertainment System,,Top Gun,,1987年11月,1987年11月,1988年11月30日,科乐美,,https://zh.wikipedia.org/wiki/%E7%A7%91%E6%A8%82%E7%BE%8E
NES,Nintendo Entertainment System,,Top Gun: The Second Mission,,1990年1月,1990年1月,1991年10月24日,科乐美,,https://zh.wikipedia.org/wiki/%E7%A7%91%E6%A8%82%E7%BE%8E
NES,Nintendo Entertainment System,,Top Players' Tennis,,1990年1月,1990年1月,,Asmik,,
NES,Nintendo Entertainment System,全面回忆,Total Recall,,1990年8月,1990年8月,,Acclaim Entertainment,https://zh.wikipedia.org/wiki/%E5%85%A8%E9%9D%A2%E5%9B%9E%E5%BF%86,
NES,Nintendo Entertainment System,,Totally Rad,,1991年3月,1991年3月,,Jaleco,,https://zh.wikipedia.org/wiki/Jaleco
NES,Nintendo Entertainment System,,Touch Down Fever,,1991年2月,1991年2月,,SNK,,https://zh.wikipedia.org/wiki/SNK_Playmore
NES,Nintendo Entertainment System,,Town & Country Surf Designs: Wood & Water Rage,,1988年2月,1988年2月,,LJN,,https://zh.wikipedia.org/wiki/LJN
NES,Nintendo Entertainment System,,Town & Country II: Thrilla's Surfari,,1992年3月,1992年3月,,Acclaim Entertainment,,
NES,Nintendo Entertainment System,,Toxic Crusaders,,1992年4月,1992年4月,,万代,,https://zh.wikipedia.org/wiki/%E8%90%AC%E4%BB%A3
NES,Nintendo Entertainment System,金牌奥运会,Track & Field,,1987年4月,1987年4月,,科乐美,https://zh.wikipedia.org/wiki/%E9%87%91%E7%89%8C%E5%A5%A5%E8%BF%90%E4%BC%9A,https://zh.wikipedia.org/wiki/%E7%A7%91%E6%A8%82%E7%BE%8E
NES,Nintendo Entertainment System,科乐美首尔奥运会,Track & Field II,,1989年6月,1989年6月,1989年11月22日,科乐美,https://zh.wikipedia.org/wiki/%E7%A7%91%E4%B9%90%E7%BE%8E%E9%A6%96%E5%B0%94%E5%A5%A5%E8%BF%90%E4%BC%9A,https://zh.wikipedia.org/wiki/%E7%A7%91%E6%A8%82%E7%BE%8E
NES,Nintendo Entertainment System,,Treasure Master,,1991年12月,1991年12月,,American Softworks,,
NES,Nintendo Entertainment System,,Trog!,,1991年10月,1991年10月,,Acclaim Entertainment,,
NES,Nintendo Entertainment System,,Trojan,,1987年2月,1987年2月,1989年3月23日,卡普空,,https://zh.wikipedia.org/wiki/%E5%8D%A1%E6%99%AE%E7%A9%BA
NES,Nintendo Entertainment System,,The Trolls in Crazyland,,1991年,,1991年,American Softworks,,
NES,Nintendo Entertainment System,,Twin Cobra,,1990年1月,1990年1月,,American Sammy,,
NES,Nintendo Entertainment System,,Twin Eagle,,1989年10月,1989年10月,,Romstar,,
NES,Nintendo Entertainment System,,Ufouria: The Saga,,1992年11月19日,,1992年11月19日,Sun电子,,https://zh.wikipedia.org/wiki/Sun%E7%94%B5%E5%AD%90
NES,Nintendo Entertainment System,创世纪III：出埃及记,Ultima III: Exodus,,1989年2月,1989年2月,,FCI,https://zh.wikipedia.org/wiki/%E5%88%9B%E4%B8%96%E7%BA%AAIII%EF%BC%9A%E5%87%BA%E5%9F%83%E5%8F%8A%E8%AE%B0,
NES,Nintendo Entertainment System,创世纪IV：圣者传奇,Ultima IV: Quest of the Avatar,,1990年12月,1990年12月,,FCI,https://zh.wikipedia.org/wiki/%E5%88%9B%E4%B8%96%E7%BA%AAIV%EF%BC%9A%E5%9C%A3%E8%80%85%E4%BC%A0%E5%A5%87,
NES,Nintendo Entertainment System,,Ultima V: Warriors of Destiny,,1993年1月,1993年1月,,FCI,,
NES,Nintendo Entertainment System,,Ultimate Air Combat,,1992年4月,1992年4月,,动视,,https://zh.wikipedia.org/wiki/%E5%8A%A8%E8%A7%86
NES,Nintendo Entertainment System,,Ultimate Basketball,,1990年9月,1990年9月,,American Sammy,,
NES,Nintendo Entertainment System,,The Uncanny X-Men,,1989年12月,1989年12月,,LJN,,https://zh.wikipedia.org/wiki/LJN
NES,Nintendo Entertainment System,大航海时代,Uncharted Waters,,1991年11月,1991年11月,,光荣,https://zh.wikipedia.org/wiki/%E5%A4%A7%E8%88%AA%E6%B5%B7%E6%99%82%E4%BB%A3_(%E9%81%8A%E6%88%B2),https://zh.wikipedia.org/wiki/%E5%85%89%E6%A6%AE
NES,Nintendo Entertainment System,,Uninvited,,1991年6月,1991年6月,,Seika,,
NES,Nintendo Entertainment System,铁面无私,The Untouchables,,1991年1月,1991年1月,,Ocean Software,https://zh.wikipedia.org/wiki/%E9%93%81%E9%9D%A2%E6%97%A0%E7%A7%81,
NES,Nintendo Entertainment System,街头小子,Urban Champion,,1986年8月1日,1986年8月1日,,任天堂,https://zh.wikipedia.org/wiki/%E8%A1%97%E5%A4%B4%E5%B0%8F%E5%AD%90,https://zh.wikipedia.org/wiki/%E4%BB%BB%E5%A4%A9%E5%A0%82
NES,Nintendo Entertainment System,,Vegas Dream,,1990年3月,1990年3月,,HAL America Inc,,
NES,Nintendo Entertainment System,GUN-DEC,Vice: Project Doom,,1991年11月,1991年11月,,American Sammy,https://zh.wikipedia.org/wiki/GUN-DEC,
NES,Nintendo Entertainment System,,Videomation,,1991年6月,1991年6月,,THQ,,https://zh.wikipedia.org/wiki/THQ
NES,Nintendo Entertainment System,排球,Volleyball,,1987年3月,1987年3月,1987年11月15日,任天堂,https://zh.wikipedia.org/wiki/%E6%8E%92%E7%90%83_(%E7%94%B5%E5%AD%90%E6%B8%B8%E6%88%8F),https://zh.wikipedia.org/wiki/%E4%BB%BB%E5%A4%A9%E5%A0%82
NES,Nintendo Entertainment System,,Wacky Races,,1992年5月,1992年5月,,Atlus,,https://zh.wikipedia.org/wiki/Atlus
NES,Nintendo Entertainment System,,Wall Street Kid,,1990年6月,1990年6月,,SOFEL,,
NES,Nintendo Entertainment System,瓦力欧之森,Wario's Woods,,1994年12月10日,1994年12月10日,1995年,任天堂,https://zh.wikipedia.org/wiki/%E7%93%A6%E9%87%8C%E5%A5%A5%E4%B9%8B%E6%A3%AE,https://zh.wikipedia.org/wiki/%E4%BB%BB%E5%A4%A9%E5%A0%82
NES,Nintendo Entertainment System,,Wayne Gretzky Hockey,,1991年1月,1991年1月,,THQ,,https://zh.wikipedia.org/wiki/THQ
NES,Nintendo Entertainment System,,Wayne's World,,1993年11月,1993年11月,,THQ,,https://zh.wikipedia.org/wiki/THQ
NES,Nintendo Entertainment System,,WCW Wrestling,,1990年4月,1990年4月,,FCI,,
NES,Nintendo Entertainment System,,Werewolf: The Last Warrior,,1990年11月,1990年11月,1991年9月26日,Data East,,https://zh.wikipedia.org/wiki/Data_East
NES,Nintendo Entertainment System,,Wheel of Fortune,,1988年9月,1988年9月,,GameTek,,
NES,Nintendo Entertainment System,,Wheel of Fortune Family Edition,,1990年3月,1990年3月,,GameTek,,
NES,Nintendo Entertainment System,,Wheel of Fortune: Featuring Vanna White,,1992年1月,1992年1月,,GameTek,,
NES,Nintendo Entertainment System,,Wheel of Fortune Junior Edition,,1989年10月,1989年10月,,GameTek,,
NES,Nintendo Entertainment System,,Where in Time Is Carmen Sandiego?,,1991年10月,1991年10月,,科乐美,,https://zh.wikipedia.org/wiki/%E7%A7%91%E6%A8%82%E7%BE%8E
NES,Nintendo Entertainment System,,Where's Waldo?,,1991年9月,1991年9月,,THQ,,https://zh.wikipedia.org/wiki/THQ
NES,Nintendo Entertainment System,,Who Framed Roger Rabbit?,,1989年9月,1989年9月,,LJN,,https://zh.wikipedia.org/wiki/LJN
NES,Nintendo Entertainment System,,Whomp 'Em,,1991年3月,1991年3月,,Jaleco,,https://zh.wikipedia.org/wiki/Jaleco
NES,Nintendo Entertainment System,,Widget,,1992年11月,1992年11月,,Atlus,,https://zh.wikipedia.org/wiki/Atlus
NES,Nintendo Entertainment System,荒野枪手,Wild Gunman,,1985年10月18日,1985年10月18日,1988年2月15日,任天堂,https://zh.wikipedia.org/wiki/%E8%8D%92%E9%87%8E%E6%9E%AA%E6%89%8B,https://zh.wikipedia.org/wiki/%E4%BB%BB%E5%A4%A9%E5%A0%82
NES,Nintendo Entertainment System,,Willow,,1989年12月,1989年12月,1991年11月28日,卡普空,,https://zh.wikipedia.org/wiki/%E5%8D%A1%E6%99%AE%E7%A9%BA
NES,Nintendo Entertainment System,,"Win, Lose, or Draw",,1990年3月,1990年3月,,Hi Tech Expressions,,
NES,Nintendo Entertainment System,,Winter Games,,1987年9月,1987年9月,,Acclaim Entertainment,,
NES,Nintendo Entertainment System,巫术：疯狂领主的试验场,Wizardry: Proving Grounds of the Mad Overlord,,1990年7月,1990年7月,,ASCII,https://zh.wikipedia.org/wiki/%E5%B7%AB%E6%9C%AF%EF%BC%9A%E7%96%AF%E7%8B%82%E9%A2%86%E4%B8%BB%E7%9A%84%E8%AF%95%E9%AA%8C%E5%9C%BA,https://zh.wikipedia.org/wiki/ASCII_(%E5%85%AC%E5%8F%B8)
NES,Nintendo Entertainment System,巫术II：钻石骑士,Wizardry II: The Knight of Diamonds,,1992年4月,1992年4月,,ASCII,https://zh.wikipedia.org/wiki/%E5%B7%AB%E6%9C%AFII%EF%BC%9A%E9%92%BB%E7%9F%B3%E9%AA%91%E5%A3%AB,https://zh.wikipedia.org/wiki/ASCII_(%E5%85%AC%E5%8F%B8)
NES,Nintendo Entertainment System,,Wizards & Warriors,,1987年12月,1987年12月,1990年1月17日,Acclaim Entertainment,,
NES,Nintendo Entertainment System,,Wizards & Warriors III: Kuros: Visions of Power,,1992年3月,1992年3月,1993年1月21日,Acclaim Entertainment,,
NES,Nintendo Entertainment System,,Wolverine,,1991年10月,1991年10月,,LJN,,https://zh.wikipedia.org/wiki/LJN
