platform,platform_name,title_zh,title_en,title_ja,release_date,release_date_na,release_date_pal,publisher,wiki_url,publisher_wiki_url
NES,Nintendo Entertainment System,十码大战,10-Yard Fight,,1985年10月18日,1985年10月18日,1985年12月,任天堂,https://zh.wikipedia.org/wiki/%E5%8D%81%E7%A0%81%E5%A4%A7%E6%88%98,https://zh.wikipedia.org/wiki/%E4%BB%BB%E5%A4%A9%E5%A0%82
NES,Nintendo Entertainment System,1942,1942,,1986年11月,1986年11月,,卡普空,https://zh.wikipedia.org/wiki/1942_(%E6%B8%B8%E6%88%8F),https://zh.wikipedia.org/wiki/%E5%8D%A1%E6%99%AE%E7%A9%BA
NES,Nintendo Entertainment System,1943 中途岛海战,1943: The Battle of Midway,,1988年10月,1988年10月,,卡普空,https://zh.wikipedia.org/wiki/1943_%E4%B8%AD%E9%80%94%E5%B3%B6%E6%B5%B7%E6%88%B0,https://zh.wikipedia.org/wiki/%E5%8D%A1%E6%99%AE%E7%A9%BA
NES,Nintendo Entertainment System,,3-D WorldRunner,,1987年9月,1987年9月,,Acclaim Entertainment,,
NES,Nintendo Entertainment System,,720°,,1989年11月,1989年11月,,Mindscape,,
NES,Nintendo Entertainment System,,8 Eyes,,1990年1月,1990年1月,,Taxan,,
NES,Nintendo Entertainment System,,Abadox,,1990年3月,1990年3月,1988年4月,Milton Bradley Company,,
NES,Nintendo Entertainment System,,The Addams Family,,1992年1月,1992年1月,1992年12月,Ocean Software,,
NES,Nintendo Entertainment System,,The Addams Family: Pugsley's Scavenger Hunt,,1993年8月,1993年8月,1992年,Ocean Software,,
NES,Nintendo Entertainment System,,Advanced Dungeons & Dragons: DragonStrike,,1992年7月,1992年7月,,FCI,,
NES,Nintendo Entertainment System,,Advanced Dungeons & Dragons: Heroes of the Lance,,1991年1月,1991年1月,,FCI,,
NES,Nintendo Entertainment System,,Advanced Dungeons & Dragons: Hillsfar,,1993年2月,1993年2月,,FCI,,
NES,Nintendo Entertainment System,,Advanced Dungeons & Dragons: Pool of Radiance,,1992年4月,1992年4月,,FCI,,
NES,Nintendo Entertainment System,高桥名人之冒险岛,Adventure Island,,1988年9月,1988年9月,1992年,Hudson Soft,https://zh.wikipedia.org/wiki/%E9%AB%98%E6%A9%8B%E5%90%8D%E4%BA%BA%E4%B9%8B%E5%86%92%E9%9A%AA%E5%B3%B6,https://zh.wikipedia.org/wiki/Hudson_Soft
NES,Nintendo Entertainment System,高桥名人之冒险岛II,Adventure Island II,,1991年2月,1991年2月,1992年7月22日,北美：Hudson Soft欧洲：Hudson Soft澳洲：美泰,https://zh.wikipedia.org/wiki/%E9%AB%98%E6%A1%A5%E5%90%8D%E4%BA%BA%E4%B9%8B%E5%86%92%E9%99%A9%E5%B2%9BII,https://zh.wikipedia.org/wiki/Hudson_Soft
NES,Nintendo Entertainment System,高桥名人之冒险岛III,Adventure Island 3,,1992年9月,1992年9月,,Hudson Soft,https://zh.wikipedia.org/wiki/%E9%AB%98%E6%A1%A5%E5%90%8D%E4%BA%BA%E4%B9%8B%E5%86%92%E9%99%A9%E5%B2%9BIII,https://zh.wikipedia.org/wiki/Hudson_Soft
NES,Nintendo Entertainment System,,Adventures in the Magic Kingdom,,1990年6月,1990年6月,1992年12月10日,卡普空,,https://zh.wikipedia.org/wiki/%E5%8D%A1%E6%99%AE%E7%A9%BA
NES,Nintendo Entertainment System,,The Adventures of Bayou Billy,,1989年6月,1989年6月,1991年1月24日,科乐美,,https://zh.wikipedia.org/wiki/%E7%A7%91%E6%A8%82%E7%BE%8E
NES,Nintendo Entertainment System,新人类,Adventures of Dino Riki,,1989年9月,1989年9月,,Hudson Soft,https://zh.wikipedia.org/wiki/%E6%96%B0%E4%BA%BA%E7%B1%BB_(%E6%B8%B8%E6%88%8F),https://zh.wikipedia.org/wiki/Hudson_Soft
NES,Nintendo Entertainment System,,The Adventures of Gilligan's Island,,1990年7月,1990年7月,,万代,,https://zh.wikipedia.org/wiki/%E8%90%AC%E4%BB%A3
NES,Nintendo Entertainment System,,Adventures of Lolo,,1989年4月,1989年4月,,HAL America Inc,,
NES,Nintendo Entertainment System,,Adventures of Lolo 2,,1990年3月,1990年3月,1991年2月21日,HAL America Inc,,
NES,Nintendo Entertainment System,,Adventures of Lolo 3,,1991年9月,1991年9月,1992年5月27日,HAL America Inc,,
NES,Nintendo Entertainment System,,The Adventures of Rad Gravity,,1990年12月,1990年12月,1991年5月30日,北美：动视澳洲：美泰,,https://zh.wikipedia.org/wiki/%E5%8A%A8%E8%A7%86
NES,Nintendo Entertainment System,,The Adventures of Rocky and Bullwinkle and Friends,,1992年12月,1992年12月,,THQ,,https://zh.wikipedia.org/wiki/THQ
NES,Nintendo Entertainment System,,The Adventures of Tom Sawyer,,1989年8月,1989年8月,,SETA,,
NES,Nintendo Entertainment System,空中要塞,Air Fortress,,1989年9月,1989年9月,,HAL America Inc,https://zh.wikipedia.org/wiki/%E7%A9%BA%E4%B8%AD%E8%A6%81%E5%A1%9E,
NES,Nintendo Entertainment System,,Airwolf,,1989年6月,1989年6月,1988年,Acclaim Entertainment,,
NES,Nintendo Entertainment System,,Al Unser Jr.'s Turbo Racing,,1990年3月,1990年3月,,Data East,,https://zh.wikipedia.org/wiki/Data_East
NES,Nintendo Entertainment System,,Alfred Chicken,,1994年2月,1994年2月,1993年,Mindscape,,
NES,Nintendo Entertainment System,,Alien3,,1993年3月,1993年3月,,LJN,,https://zh.wikipedia.org/wiki/LJN
NES,Nintendo Entertainment System,,All-Pro Basketball,,1989年12月,1989年12月,,Vic Tokai,,
NES,Nintendo Entertainment System,,Alpha Mission,,1987年10月,1987年10月,,SNK,,https://zh.wikipedia.org/wiki/SNK
NES,Nintendo Entertainment System,,Amagon,,1989年4月,1989年4月,,American Sammy,,
NES,Nintendo Entertainment System,,American Gladiators,,1991年10月,1991年10月,,GameTek,,
NES,Nintendo Entertainment System,,Anticipation,,1988年11月,1988年11月,1989年10月25日,任天堂,,https://zh.wikipedia.org/wiki/%E4%BB%BB%E5%A4%A9%E5%A0%82
NES,Nintendo Entertainment System,,Arch Rivals,,1990年11月,1990年11月,,Acclaim Entertainment,,
NES,Nintendo Entertainment System,,Archon,,1989年12月,1989年12月,,动视,,https://zh.wikipedia.org/wiki/%E5%8A%A8%E8%A7%86
NES,Nintendo Entertainment System,快打砖块,Arkanoid,,1987年8月,1987年8月,,太东,https://zh.wikipedia.org/wiki/%E5%BF%AB%E6%89%93%E7%A3%9A%E5%A1%8A,https://zh.wikipedia.org/wiki/%E5%A4%AA%E6%9D%B1
NES,Nintendo Entertainment System,,Arkista's Ring,,1990年6月,1990年6月,,American Sammy,,
NES,Nintendo Entertainment System,,Asterix,,1993年,,1993年,欧洲：英宝格,,https://zh.wikipedia.org/wiki/%E8%8B%B1%E5%AF%B6%E6%A0%BC
NES,Nintendo Entertainment System,,Astyanax,,1990年3月,1990年3月,,Jaleco,,https://zh.wikipedia.org/wiki/Jaleco
NES,Nintendo Entertainment System,,Athena,,1987年8月,1987年8月,,SNK,,https://zh.wikipedia.org/wiki/SNK_Playmore
NES,Nintendo Entertainment System,,Athletic World,,1987年7月,1987年7月,1988年6月15日,北美：万代欧洲：任天堂,,https://zh.wikipedia.org/wiki/%E8%90%AC%E4%BB%A3
NES,Nintendo Entertainment System,,Attack of the Killer Tomatoes,,1992年1月,1992年1月,,THQ,,https://zh.wikipedia.org/wiki/THQ
NES,Nintendo Entertainment System,,Aussie Rules Footy,,1991年,,1991年,澳洲：Laser Beam Entertainment,,
NES,Nintendo Entertainment System,,Back to the Future,,1989年9月,1989年9月,,LJN,,https://zh.wikipedia.org/wiki/LJN
NES,Nintendo Entertainment System,,Back to the Future Part II & III,,1990年9月,1990年9月,,LJN,,https://zh.wikipedia.org/wiki/LJN
NES,Nintendo Entertainment System,,Bad Dudes Vs. DragonNinja,,1990年7月,1990年7月,,北美：Data East欧洲：Ocean Software,,https://zh.wikipedia.org/wiki/Data_East
NES,Nintendo Entertainment System,,Bad News Baseball,,1990年6月,1990年6月,,特库摩,,https://zh.wikipedia.org/wiki/%E7%89%B9%E5%BA%93%E6%91%A9
NES,Nintendo Entertainment System,,Bad Street Brawler,,1989年9月,1989年9月,,美泰,,https://zh.wikipedia.org/wiki/%E7%BE%8E%E6%B3%B0%E5%85%92
NES,Nintendo Entertainment System,气球大战,Balloon Fight,,1986年6月3日,1986年6月3日,1986年12月15日,任天堂,https://zh.wikipedia.org/wiki/%E6%B0%94%E7%90%83%E5%A4%A7%E6%88%98,https://zh.wikipedia.org/wiki/%E4%BB%BB%E5%A4%A9%E5%A0%82
NES,Nintendo Entertainment System,,Banana Prince,,1992年2月,,1992年2月,欧洲：Takara,,https://zh.wikipedia.org/wiki/Takara
NES,Nintendo Entertainment System,,Bandai Golf: Challenge Pebble Beach,,1989年2月,1989年2月,,万代,,https://zh.wikipedia.org/wiki/%E8%90%AC%E4%BB%A3
NES,Nintendo Entertainment System,,Bandit Kings of Ancient China,,1990年12月,1990年12月,,光荣,,https://zh.wikipedia.org/wiki/%E5%85%89%E6%A6%AE
NES,Nintendo Entertainment System,芭比娃娃,Barbie,,1991年11月,1991年11月,,Hi Tech Expressions,https://zh.wikipedia.org/wiki/%E8%8A%AD%E6%AF%94%E5%A8%83%E5%A8%83_(1991%E5%B9%B4%E6%B8%B8%E6%88%8F),
NES,Nintendo Entertainment System,,The Bard's Tale,,1991年11月,1991年11月,,FCI,,
NES,Nintendo Entertainment System,,Barker Bill's Trick Shooting,,1990年8月,1990年8月,1991年6月27日,任天堂,,https://zh.wikipedia.org/wiki/%E4%BB%BB%E5%A4%A9%E5%A0%82
NES,Nintendo Entertainment System,,Base Wars,,1991年6月,1991年6月,,Ultra Games,,
NES,Nintendo Entertainment System,棒球,Baseball,,1985年10月18日,1985年10月18日,1986年9月1日,任天堂,https://zh.wikipedia.org/wiki/%E6%A3%92%E7%90%83_(%E6%B8%B8%E6%88%8F),https://zh.wikipedia.org/wiki/%E4%BB%BB%E5%A4%A9%E5%A0%82
NES,Nintendo Entertainment System,,Baseball Simulator 1.000,,1990年3月,1990年3月,,Culture Brain,,
NES,Nintendo Entertainment System,,Baseball Stars,,1989年7月,1989年7月,,SNK,,https://zh.wikipedia.org/wiki/SNK
NES,Nintendo Entertainment System,,Baseball Stars 2,,1992年7月,1992年7月,,Romstar,,
NES,Nintendo Entertainment System,,Bases Loaded,,1988年7月,1988年7月,,Jaleco,,https://zh.wikipedia.org/wiki/Jaleco
NES,Nintendo Entertainment System,,Bases Loaded II: Second Season,,1990年1月,1990年1月,,Jaleco,,https://zh.wikipedia.org/wiki/Jaleco
NES,Nintendo Entertainment System,,Bases Loaded 3,,1991年9月,1991年9月,,Jaleco,,https://zh.wikipedia.org/wiki/Jaleco
NES,Nintendo Entertainment System,,Bases Loaded 4,,1993年4月,1993年4月,,Jaleco,,https://zh.wikipedia.org/wiki/Jaleco
NES,Nintendo Entertainment System,蝙蝠侠：电子游戏,Batman,,1990年2月,1990年2月,1990年9月14日,Sun电子,https://zh.wikipedia.org/wiki/%E8%9D%99%E8%9D%A0%E4%BE%A0%EF%BC%9A%E7%94%B5%E5%AD%90%E6%B8%B8%E6%88%8F,https://zh.wikipedia.org/wiki/Sun%E7%94%B5%E5%AD%90
NES,Nintendo Entertainment System,,Batman Returns,,1993年1月,1993年1月,,科乐美,,https://zh.wikipedia.org/wiki/%E7%A7%91%E6%A8%82%E7%BE%8E
NES,Nintendo Entertainment System,,Batman: Return of the Joker,,1991年12月,1991年12月,1992年11月19日,Sun电子,,https://zh.wikipedia.org/wiki/Sun%E7%94%B5%E5%AD%90
NES,Nintendo Entertainment System,,Battle Chess,,1990年7月,1990年7月,,Data East,,https://zh.wikipedia.org/wiki/Data_East
NES,Nintendo Entertainment System,,The Battle of Olympus,,1989年12月,1989年12月,1991年9月26日,北美：Brøderbund欧洲：Imagineer,,https://zh.wikipedia.org/wiki/Br%C3%B8derbund
NES,Nintendo Entertainment System,,Battle Tank,,1990年9月,1990年9月,,Absolute Entertainment,,
NES,Nintendo Entertainment System,,Battleship,,1993年9月,1993年9月,1993年,Mindscape,,
NES,Nintendo Entertainment System,忍者蛙,Battletoads,,1991年6月,1991年6月,1993年2月18日,Tradewest,https://zh.wikipedia.org/wiki/%E5%BF%8D%E8%80%85%E8%9B%99,
NES,Nintendo Entertainment System,忍者蛙与双截龙,Battletoads & Double Dragon,,1993年6月,1993年6月,,Tradewest,https://zh.wikipedia.org/wiki/%E5%BF%8D%E8%80%85%E8%9B%99%E4%B8%8E%E5%8F%8C%E6%88%AA%E9%BE%99,
NES,Nintendo Entertainment System,,Beetlejuice,,1991年5月,1991年5月,,LJN,,https://zh.wikipedia.org/wiki/LJN
NES,Nintendo Entertainment System,,Best of the Best: Championship Karate,,1992年12月,1992年12月,,北美：Electro Brain欧洲：Loriciels,,
NES,Nintendo Entertainment System,,Bigfoot,,1990年8月,1990年8月,1991年1月24日,Acclaim Entertainment,,
NES,Nintendo Entertainment System,,Bill & Ted's Excellent Video Game Adventure,,1991年4月,1991年4月,,LJN,,https://zh.wikipedia.org/wiki/LJN
NES,Nintendo Entertainment System,,Bill Elliott's NASCAR Challenge,,1991年12月,1991年12月,,科乐美,,https://zh.wikipedia.org/wiki/%E7%A7%91%E6%A8%82%E7%BE%8E
NES,Nintendo Entertainment System,,Bionic Commando,,1988年12月,1988年12月,1990年10月26日,卡普空,,https://zh.wikipedia.org/wiki/%E5%8D%A1%E6%99%AE%E7%A9%BA
NES,Nintendo Entertainment System,,The Black Bass,,1989年9月,1989年9月,,Hot B,,
NES,Nintendo Entertainment System,,Blades of Steel,,1988年12月,1988年12月,1990年11月23日,北美：科乐美欧洲：科乐美澳洲：美泰,,https://zh.wikipedia.org/wiki/%E7%A7%91%E6%A8%82%E7%BE%8E
NES,Nintendo Entertainment System,超惑星战记,Blaster Master,,1988年11月,1988年11月,1991年4月25日,Sun电子,https://zh.wikipedia.org/wiki/%E8%B6%85%E6%83%91%E6%98%9F%E6%88%98%E8%AE%B0,https://zh.wikipedia.org/wiki/Sun%E7%94%B5%E5%AD%90
NES,Nintendo Entertainment System,,The Blue Marlin,,1992年7月,1992年7月,,Hot-B,,
NES,Nintendo Entertainment System,,The Blues Brothers,,1992年9月,1992年9月,,Titus Software,,
NES,Nintendo Entertainment System,,Bo Jackson Baseball,,1991年10月,1991年10月,,Data East,,https://zh.wikipedia.org/wiki/Data_East
NES,Nintendo Entertainment System,炸弹人,Bomberman,,1989年1月,1989年1月,,Hudson Soft,https://zh.wikipedia.org/wiki/%E7%82%B8%E5%BD%88%E4%BA%BA_(%E9%81%8A%E6%88%B2),https://zh.wikipedia.org/wiki/Hudson_Soft
NES,Nintendo Entertainment System,炸弹人II,Bomberman II,,1992年3月,1992年3月,1991年,Hudson Soft,https://zh.wikipedia.org/wiki/%E7%82%B8%E5%BC%B9%E4%BA%BAII,https://zh.wikipedia.org/wiki/Hudson_Soft
NES,Nintendo Entertainment System,,Bonk's Adventure,,1994年1月,1994年1月,,Hudson Soft,,https://zh.wikipedia.org/wiki/Hudson_Soft
NES,Nintendo Entertainment System,,Boulder Dash,,1990年6月,1990年6月,,JVC,,https://zh.wikipedia.org/wiki/JVC
NES,Nintendo Entertainment System,,A Boy and His Blob: Trouble on Blobolonia,,1990年1月,1990年1月,,Absolute Entertainment,,
NES,Nintendo Entertainment System,,Bram Stoker's Dracula,,1993年9月,1993年9月,,Sony Imagesoft,,
NES,Nintendo Entertainment System,,Break Time: The National Pool Tour,,1993年1月,1993年1月,,FCI,,
NES,Nintendo Entertainment System,,BreakThru,,1987年11月,1987年11月,,Data East,,https://zh.wikipedia.org/wiki/Data_East
NES,Nintendo Entertainment System,泡泡龙,Bubble Bobble,,1988年11月,1988年11月,1990年10月26日,北美：太东欧洲：太东澳洲：美泰,https://zh.wikipedia.org/wiki/%E6%B3%A1%E6%B3%A1%E9%BE%99_(1986%E5%B9%B4%E6%B8%B8%E6%88%8F),https://zh.wikipedia.org/wiki/%E5%A4%AA%E6%9D%B1
NES,Nintendo Entertainment System,,Bubble Bobble Part 2,,1993年8月,1993年8月,,太东,,https://zh.wikipedia.org/wiki/%E5%A4%AA%E6%9D%B1
NES,Nintendo Entertainment System,,Bucky O'Hare,,1992年1月,1992年1月,1993年2月18日,科乐美,,https://zh.wikipedia.org/wiki/%E7%A7%91%E6%A8%82%E7%BE%8E
NES,Nintendo Entertainment System,,The Bugs Bunny Birthday Blowout,,1990年9月,1990年9月,,Kemco,,
NES,Nintendo Entertainment System,兔子罗杰,The Bugs Bunny Crazy Castle,,1989年8月,1989年8月,,Seika,https://zh.wikipedia.org/wiki/%E5%85%94%E5%AD%90%E7%BE%85%E5%82%91_(%E9%9B%BB%E5%AD%90%E9%81%8A%E6%88%B2),
NES,Nintendo Entertainment System,金龟跳车,Bump 'n' Jump,,1988年12月,1988年12月,,Vic Tokai,https://zh.wikipedia.org/wiki/%E9%87%91%E9%BE%9C%E8%B7%B3%E8%BB%8A,
NES,Nintendo Entertainment System,,Burai Fighter,,1990年3月,1990年3月,,Taxan,,
NES,Nintendo Entertainment System,汉堡世界,BurgerTime,,1987年5月,1987年5月,,Data East,https://zh.wikipedia.org/wiki/%E6%B1%89%E5%A0%A1%E4%B8%96%E7%95%8C,https://zh.wikipedia.org/wiki/Data_East
NES,Nintendo Entertainment System,,Cabal,,1990年6月,1990年6月,,Milton Bradley Company,,
NES,Nintendo Entertainment System,,Caesars Palace,,1992年12月,1992年12月,,Virgin Interactive,,https://zh.wikipedia.org/wiki/Virgin_Interactive
NES,Nintendo Entertainment System,,California Games,,1989年6月,1989年6月,,Milton Bradley Company,,
NES,Nintendo Entertainment System,,Capcom's Gold Medal Challenge '92,,1992年8月,1992年8月,1993年6月17日,卡普空,,https://zh.wikipedia.org/wiki/%E5%8D%A1%E6%99%AE%E7%A9%BA
NES,Nintendo Entertainment System,,Captain America and The Avengers,,1991年12月,1991年12月,,Data East,,https://zh.wikipedia.org/wiki/Data_East
NES,Nintendo Entertainment System,,Captain Planet and the Planeteers,,1991年9月,1991年9月,1992年8月20日,Mindscape,,
NES,Nintendo Entertainment System,,Captain Skyhawk,,1990年6月,1990年6月,1994年5月26日,北美：Milton Bradley Company欧洲：Rare,,
NES,Nintendo Entertainment System,,Casino Kid,,1989年10月,1989年10月,,SOFEL,,
NES,Nintendo Entertainment System,,Casino Kid 2,,1993年4月,1993年4月,,SOFEL,,
NES,Nintendo Entertainment System,,Castelian,,1991年6月,1991年6月,,北美：Triffix欧洲：Storm,,
NES,Nintendo Entertainment System,,Castle of Dragon,,1990年6月,1990年6月,,SETA,,
NES,Nintendo Entertainment System,,Castlequest,,1989年9月,1989年9月,,ASCII,,https://zh.wikipedia.org/wiki/ASCII_(%E5%85%AC%E5%8F%B8)
NES,Nintendo Entertainment System,恶魔城,Castlevania,,1987年5月,1987年5月,1988年12月19日,科乐美,https://zh.wikipedia.org/wiki/%E6%83%A1%E9%AD%94%E5%9F%8E_(%E9%81%8A%E6%88%B2),https://zh.wikipedia.org/wiki/%E7%A7%91%E6%A8%82%E7%BE%8E
NES,Nintendo Entertainment System,恶魔城II 诅咒的封印,Castlevania II: Simon's Quest,,1988年12月,1988年12月,1990年4月27日,科乐美,https://zh.wikipedia.org/wiki/%E6%81%B6%E9%AD%94%E5%9F%8EII_%E8%AF%85%E5%92%92%E7%9A%84%E5%B0%81%E5%8D%B0,https://zh.wikipedia.org/wiki/%E7%A7%91%E6%A8%82%E7%BE%8E
NES,Nintendo Entertainment System,恶魔城传说,Castlevania III: Dracula's Curse,,1990年9月,1990年9月,1992年12月10日,科乐美,https://zh.wikipedia.org/wiki/%E6%83%A1%E9%AD%94%E5%9F%8E%E5%82%B3%E8%AA%AA,https://zh.wikipedia.org/wiki/%E7%A7%91%E6%A8%82%E7%BE%8E
NES,Nintendo Entertainment System,,Caveman Games,,1990年10月,1990年10月,,Data East,,https://zh.wikipedia.org/wiki/Data_East
NES,Nintendo Entertainment System,,Championship Bowling,,1989年12月,1989年12月,,Romstar,,
NES,Nintendo Entertainment System,,Championship Pool,,1993年10月,1993年10月,,Mindscape,,
NES,Nintendo Entertainment System,,Championship Rally,,1991年,,1991年,澳洲：HAL America Inc,,
NES,Nintendo Entertainment System,Chessmaster,Chessmaster,,1990年1月,1990年1月,1992年3月26日,Hi Tech Expressions,https://zh.wikipedia.org/wiki/Chessmaster,
NES,Nintendo Entertainment System,松鼠大作战,Chip 'n Dale: Rescue Rangers,,1990年6月,1990年6月,1991年12月12日,卡普空,https://zh.wikipedia.org/wiki/%E6%9D%BE%E9%BC%A0%E5%A4%A7%E4%BD%9C%E6%88%B0,https://zh.wikipedia.org/wiki/%E5%8D%A1%E6%99%AE%E7%A9%BA
NES,Nintendo Entertainment System,松鼠大作战2,Chip 'n Dale Rescue Rangers 2,,1994年1月,1994年1月,1994年9月29日,卡普空,https://zh.wikipedia.org/wiki/%E6%9D%BE%E9%BC%A0%E5%A4%A7%E4%BD%9C%E6%88%982,https://zh.wikipedia.org/wiki/%E5%8D%A1%E6%99%AE%E7%A9%BA
NES,Nintendo Entertainment System,,Chubby Cherub,,1986年10月,1986年10月,,万代,,https://zh.wikipedia.org/wiki/%E8%90%AC%E4%BB%A3
NES,Nintendo Entertainment System,,Circus Caper,,1990年7月,1990年7月,,东宝,,https://zh.wikipedia.org/wiki/%E6%9D%B1%E5%AF%B6
NES,Nintendo Entertainment System,碰碰车,City Connection,,1988年5月,1988年5月,,Jaleco,https://zh.wikipedia.org/wiki/%E7%A2%B0%E7%A2%B0%E8%BD%A6_(%E7%94%B5%E5%AD%90%E6%B8%B8%E6%88%8F),https://zh.wikipedia.org/wiki/Jaleco
NES,Nintendo Entertainment System,,Clash at Demonhead,,1990年1月,1990年1月,,Vic Tokai,,
NES,Nintendo Entertainment System,,Classic Concentration,,1990年9月,1990年9月,,GameTek,,
NES,Nintendo Entertainment System,,Cliffhanger,,1993年11月,1993年11月,,Sony Imagesoft,,
NES,Nintendo Entertainment System,转转乐园,Clu Clu Land,,1985年10月18日,1985年10月18日,1987年2月15日,任天堂,https://zh.wikipedia.org/wiki/%E8%BD%89%E8%BD%89%E6%A8%82%E5%9C%92,https://zh.wikipedia.org/wiki/%E4%BB%BB%E5%A4%A9%E5%A0%82
NES,Nintendo Entertainment System,,Cobra Command,,1988年11月,1988年11月,,Data East,,https://zh.wikipedia.org/wiki/Data_East
NES,Nintendo Entertainment System,眼镜蛇快艇,Cobra Triangle,,1989年7月,1989年7月,1989年10月25日,任天堂,https://zh.wikipedia.org/wiki/%E7%9C%BC%E9%95%9C%E8%9B%87%E5%BF%AB%E8%89%87,https://zh.wikipedia.org/wiki/%E4%BB%BB%E5%A4%A9%E5%A0%82
NES,Nintendo Entertainment System,人间兵器,Code Name: Viper,,1990年3月,1990年3月,,卡普空,https://zh.wikipedia.org/wiki/%E4%BA%BA%E9%97%B4%E5%85%B5%E5%99%A8,https://zh.wikipedia.org/wiki/%E5%8D%A1%E6%99%AE%E7%A9%BA
NES,Nintendo Entertainment System,,Color a Dinosaur,,1993年7月,1993年7月,,Virgin Interactive,,https://zh.wikipedia.org/wiki/Virgin_Interactive
NES,Nintendo Entertainment System,战场之狼,Commando,,1986年11月,1986年11月,,卡普空,https://zh.wikipedia.org/wiki/%E6%88%98%E5%9C%BA%E4%B9%8B%E7%8B%BC,https://zh.wikipedia.org/wiki/%E5%8D%A1%E6%99%AE%E7%A9%BA
NES,Nintendo Entertainment System,,Conan: The Mysteries of Time,,1991年2月,1991年2月,,Mindscape,,
NES,Nintendo Entertainment System,,Conflict,,1990年3月,1990年3月,,Vic Tokai,,
NES,Nintendo Entertainment System,,Conquest of the Crystal Palace,,1990年11月,1990年11月,,Asmik,,
NES,Nintendo Entertainment System,魂斗罗,Contra,,1988年2月,1988年2月,1990年12月28日,科乐美,https://zh.wikipedia.org/wiki/%E9%AD%82%E6%96%97%E7%BD%97,https://zh.wikipedia.org/wiki/%E7%A7%91%E6%A8%82%E7%BE%8E
NES,Nintendo Entertainment System,魂斗罗 Force,Contra Force,,1992年9月,1992年9月,,科乐美,https://zh.wikipedia.org/wiki/%E9%AD%82%E6%96%97%E7%BE%85_Force,https://zh.wikipedia.org/wiki/%E7%A7%91%E6%A8%82%E7%BE%8E
NES,Nintendo Entertainment System,,Cool World,,1993年6月,1993年6月,,Ocean Software,,
NES,Nintendo Entertainment System,,Cowboy Kid,,1992年1月,1992年1月,,Romstar,,
NES,Nintendo Entertainment System,,Crackout,,1991年,,1991年,Palcom,,
NES,Nintendo Entertainment System,热血新纪录,Crash 'n the Boys: Street Challenge,,1992年10月,1992年10月,,Technōs Japan,https://zh.wikipedia.org/wiki/%E7%86%B1%E8%A1%80%E6%96%B0%E7%B4%80%E9%8C%84,https://zh.wikipedia.org/wiki/Techn%C5%8Ds_Japan
NES,Nintendo Entertainment System,,Crystalis,,1990年7月,1990年7月,,SNK,,https://zh.wikipedia.org/wiki/SNK_Playmore
NES,Nintendo Entertainment System,,Cyberball,,1992年,1992年,,Jaleco,,https://zh.wikipedia.org/wiki/Jaleco
NES,Nintendo Entertainment System,,Cybernoid: The Fighting Machine,,1989年12月,1989年12月,,Acclaim Entertainment,,
NES,Nintendo Entertainment System,,Dance Aerobics,,1989年3月,1989年3月,,任天堂,,https://zh.wikipedia.org/wiki/%E4%BB%BB%E5%A4%A9%E5%A0%82
NES,Nintendo Entertainment System,,Danny Sullivan's Indy Heat,,1992年8月,1992年8月,,Tradewest,,
NES,Nintendo Entertainment System,,Darkman,,1991年10月,1991年10月,,Ocean Software,,
NES,Nintendo Entertainment System,,Dash Galaxy in the Alien Asylum,,1990年2月,1990年2月,,Data East,,https://zh.wikipedia.org/wiki/Data_East
NES,Nintendo Entertainment System,,Day Dreamin' Davey,,1992年6月,1992年6月,,HAL America Inc,,
NES,Nintendo Entertainment System,,Days of Thunder,,1990年10月,1990年10月,1991年4月25日,Mindscape,,
NES,Nintendo Entertainment System,,Deadly Towers,,1987年9月,1987年9月,,Brøderbund,,https://zh.wikipedia.org/wiki/Br%C3%B8derbund
NES,Nintendo Entertainment System,,Defender II,,1988年7月,1988年7月,,HAL America Inc,,
NES,Nintendo Entertainment System,,Defender of the Crown,,1989年7月,1989年7月,1991年7月25日,Ultra Games,,
NES,Nintendo Entertainment System,,Defenders of Dynatron City,,1992年7月,1992年7月,,JVC,,https://zh.wikipedia.org/wiki/JVC
NES,Nintendo Entertainment System,,Déjà Vu,,1990年12月,1990年12月,1992年9月24日,Seika,,
NES,Nintendo Entertainment System,不动明王传,Demon Sword,,1990年1月,1990年1月,,太东,https://zh.wikipedia.org/wiki/%E4%B8%8D%E5%8A%A8%E6%98%8E%E7%8E%8B%E4%BC%A0,https://zh.wikipedia.org/wiki/%E5%A4%AA%E6%9D%B1
NES,Nintendo Entertainment System,,Desert Commander,,1989年6月,1989年6月,,Seika,,
NES,Nintendo Entertainment System,,Destination Earthstar,,1990年2月,1990年2月,,Acclaim Entertainment,,
NES,Nintendo Entertainment System,吞食天地,Destiny of an Emperor,,1990年9月,1990年9月,,卡普空,https://zh.wikipedia.org/wiki/%E5%90%9E%E9%A3%9F%E5%A4%A9%E5%9C%B0_(FC),https://zh.wikipedia.org/wiki/%E5%8D%A1%E6%99%AE%E7%A9%BA
NES,Nintendo Entertainment System,恶魔世界,Devil World,,1987年7月15日,,1987年7月15日,任天堂,https://zh.wikipedia.org/wiki/%E6%81%B6%E9%AD%94%E4%B8%96%E7%95%8C,https://zh.wikipedia.org/wiki/%E4%BB%BB%E5%A4%A9%E5%A0%82
